
--------------------------------------------------------------------------------
WORKER run_id=8 method=thrifty_dagger kind=thrifty
--------------------------------------------------------------------------------

--------------------------------------------------------------------------------
THRIFTY_DAGGER ROUND 1  (remaining budget = 15)
--------------------------------------------------------------------------------
[14:41:26] [iil-baseline] round 1: pool=20 successes=6 failures=14 correction_sr=0.300
[14:41:26] [iil-baseline] round 1: picked=1 saved=1 cum_extras=1/15
[14:41:26] [uncertainty] member 0: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/checkpoints/member_0 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 8 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos/round_001
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos/round_001
[hybrid-dataset] 20 demos -> 103 samples
[hybrid-dataset] 1 demos -> 6 samples
[finetune_replay] sampler audit: {'n_old_samples': 103, 'n_new_samples': 6, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.4624 top1=0.879 | val loss=0.1125 | t=0.9s  *
[finetune_replay] ep  54/90 | train loss=0.0008 top1=1.000 | val loss=0.0068 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0006 top1=1.000 | val loss=0.0070 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0007 top1=1.000 | val loss=0.0070 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0010 top1=1.000 | val loss=0.0074 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0007 top1=1.000 | val loss=0.0075 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0006 top1=1.000 | val loss=0.0079 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0006 top1=1.000 | val loss=0.0081 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0006 top1=1.000 | val loss=0.0079 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0007 top1=1.000 | val loss=0.0076 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0007 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0007 top1=1.000 | val loss=0.0076 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0007 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0007 top1=1.000 | val loss=0.0080 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0006 top1=1.000 | val loss=0.0076 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0007 top1=1.000 | val loss=0.0078 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0006 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0008 top1=1.000 | val loss=0.0079 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0007 top1=1.000 | val loss=0.0074 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0007 top1=1.000 | val loss=0.0075 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0006 top1=1.000 | val loss=0.0075 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0008 top1=1.000 | val loss=0.0078 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0007 top1=1.000 | val loss=0.0076 | t=0.1s
[finetune_replay] ep  76/90 | train loss=0.0007 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0008 top1=1.000 | val loss=0.0075 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0006 top1=1.000 | val loss=0.0072 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0008 top1=1.000 | val loss=0.0071 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0007 top1=1.000 | val loss=0.0069 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0008 top1=1.000 | val loss=0.0071 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0007 top1=1.000 | val loss=0.0076 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0006 top1=1.000 | val loss=0.0075 | t=0.1s
[finetune_replay] ep  84/90 | train loss=0.0006 top1=1.000 | val loss=0.0076 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0006 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0006 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0007 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0007 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0007 top1=1.000 | val loss=0.0078 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0006 top1=1.000 | val loss=0.0080 | t=0.1s
[finetune_replay] DONE best_val_loss=0.0068 @ epoch 34
[15:00:09] [iil-baseline] round 5: heldout_sr=0.780

--------------------------------------------------------------------------------
THRIFTY_DAGGER ROUND 6  (remaining budget = 10)
--------------------------------------------------------------------------------
[15:00:22] [iil-baseline] round 6: pool=20 successes=16 failures=4 correction_sr=0.800
[15:00:22] [iil-baseline] round 6: picked=1 saved=1 cum_extras=6/15
[15:00:22] [uncertainty] member 0: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/checkpoints/member_0 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 8 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos/round_006
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos/round_006
[hybrid-dataset] 25 demos -> 125 samples
[hybrid-dataset] 1 demos -> 4 samples
[finetune_replay] sampler audit: {'n_old_samples': 125, 'n_new_samples': 4, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.1070 top1=1.000 | val loss=0.0023 | t=1.0s  *
[finetune_replay] ep   2/90 | train loss=0.0206 top1=1.000 | val loss=0.0046 | t=0.2s
[finetune_replay] ep   3/90 | train loss=0.0148 top1=1.000 | val loss=0.0019 | t=0.2s  *
[finetune_replay] ep   4/90 | train loss=0.0036 top1=1.000 | val loss=0.0037 | t=0.3s
[finetune_replay] ep   5/90 | train loss=0.0026 top1=1.000 | val loss=0.0043 | t=0.2s
[finetune_replay] ep   6/90 | train loss=0.0013 top1=1.000 | val loss=0.0023 | t=0.3s
[finetune_replay] ep   7/90 | train loss=0.0016 top1=1.000 | val loss=0.0028 | t=0.1s
[finetune_replay] ep   8/90 | train loss=0.0013 top1=1.000 | val loss=0.0024 | t=0.1s
[finetune_replay] ep   9/90 | train loss=0.0011 top1=1.000 | val loss=0.0028 | t=0.1s
[finetune_replay] ep  10/90 | train loss=0.0010 top1=1.000 | val loss=0.0024 | t=0.3s
[finetune_replay] ep  11/90 | train loss=0.0009 top1=1.000 | val loss=0.0023 | t=0.2s
[finetune_replay] ep  12/90 | train loss=0.0008 top1=1.000 | val loss=0.0024 | t=0.2s
[finetune_replay] ep  13/90 | train loss=0.0007 top1=1.000 | val loss=0.0022 | t=0.2s
[finetune_replay] ep  14/90 | train loss=0.0007 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  15/90 | train loss=0.0007 top1=1.000 | val loss=0.0022 | t=0.1s
[finetune_replay] ep  16/90 | train loss=0.0006 top1=1.000 | val loss=0.0023 | t=0.2s
[finetune_replay] ep  17/90 | train loss=0.0006 top1=1.000 | val loss=0.0023 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0005 top1=1.000 | val loss=0.0022 | t=0.1s
[finetune_replay] ep  19/90 | train loss=0.0006 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0006 top1=1.000 | val loss=0.0021 | t=0.2s
[finetune_replay] ep  21/90 | train loss=0.0005 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  22/90 | train loss=0.0006 top1=1.000 | val loss=0.0021 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0005 top1=1.000 | val loss=0.0020 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0005 top1=1.000 | val loss=0.0019 | t=0.2s
[finetune_replay] ep  25/90 | train loss=0.0005 top1=1.000 | val loss=0.0018 | t=0.1s  *
[finetune_replay] ep  26/90 | train loss=0.0005 top1=1.000 | val loss=0.0018 | t=0.1s  *
[finetune_replay] ep  27/90 | train loss=0.0005 top1=1.000 | val loss=0.0019 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0004 top1=1.000 | val loss=0.0019 | t=0.1s
[finetune_replay] ep  29/90 | train loss=0.0005 top1=1.000 | val loss=0.0019 | t=0.1s
[finetune_replay] ep  30/90 | train loss=0.0004 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  31/90 | train loss=0.0005 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  32/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s  *
[finetune_replay] ep  33/90 | train loss=0.0006 top1=1.000 | val loss=0.0017 | t=0.1s  *
[finetune_replay] ep  34/90 | train loss=0.0005 top1=1.000 | val loss=0.0016 | t=0.1s  *
[finetune_replay] ep  35/90 | train loss=0.0004 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0004 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  37/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  38/90 | train loss=0.0004 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  39/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  40/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  41/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0004 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0004 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  44/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  45/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  46/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0004 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  51/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0004 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  54/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0004 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s  *
[finetune_replay] ep  65/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  69/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0003 top1=1.000 | val loss=0.0018 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0003 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0004 top1=1.000 | val loss=0.0017 | t=0.1s
[finetune_replay] ep  76/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0002 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  84/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0003 top1=1.000 | val loss=0.0016 | t=0.1s
[finetune_replay] DONE best_val_loss=0.0016 @ epoch 64
[15:00:57] [uncertainty] member 1: $ /home/s226137394/.conda/envs/maze/bin/python3 -u -m Equivariant_pathway.equivariant_CNN_hybrid.baseline_vs_p4.pool_x_selector.trainer.finetune_replay --demo_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos --checkpoint_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/checkpoints/member_1 --epochs 90 --batch_size 64 --lr 5e-05 --weight_decay 0.0001 --replay_mix 0.5 --replay_mix_floor 0.2 --seed 109 --resume --new_demos_dir /weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos/round_006
[finetune_replay] device=cuda demo_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos new_demos_dir=/weka/s226137394/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/baseline_vs_p4/pool_x_selector/results/run_8/thrifty_dagger/demos/round_006
[hybrid-dataset] 25 demos -> 125 samples
[hybrid-dataset] 1 demos -> 4 samples
[finetune_replay] sampler audit: {'n_old_samples': 125, 'n_new_samples': 4, 'replay_mix_target': 0.5, 'replay_mix_effective': 0.5, 'replay_mix_floor': 0.2}
[finetune_replay] trainable params: 1,400,028
[finetune_replay] WARM START from last_hybrid_policy.pth
[finetune_replay] ep   1/90 | train loss=0.1971 top1=0.923 | val loss=0.0852 | t=1.0s  *
[finetune_replay] ep   2/90 | train loss=0.0454 top1=1.000 | val loss=0.0137 | t=0.2s  *
[finetune_replay] ep   3/90 | train loss=0.0162 top1=1.000 | val loss=0.0013 | t=0.2s  *
[finetune_replay] ep   4/90 | train loss=0.0171 top1=1.000 | val loss=0.0047 | t=0.2s
[finetune_replay] ep   5/90 | train loss=0.0040 top1=1.000 | val loss=0.0475 | t=0.2s
[finetune_replay] ep   6/90 | train loss=0.0046 top1=1.000 | val loss=0.0329 | t=0.2s
[finetune_replay] ep   7/90 | train loss=0.0014 top1=1.000 | val loss=0.0118 | t=0.2s
[finetune_replay] ep   8/90 | train loss=0.0037 top1=1.000 | val loss=0.0056 | t=0.3s
[finetune_replay] ep   9/90 | train loss=0.0018 top1=1.000 | val loss=0.0079 | t=0.3s
[finetune_replay] ep  10/90 | train loss=0.0014 top1=1.000 | val loss=0.0155 | t=0.1s
[finetune_replay] ep  11/90 | train loss=0.0016 top1=1.000 | val loss=0.0190 | t=0.1s
[finetune_replay] ep  12/90 | train loss=0.0010 top1=1.000 | val loss=0.0147 | t=0.1s
[finetune_replay] ep  13/90 | train loss=0.0011 top1=1.000 | val loss=0.0100 | t=0.1s
[finetune_replay] ep  14/90 | train loss=0.0015 top1=1.000 | val loss=0.0078 | t=0.2s
[finetune_replay] ep  15/90 | train loss=0.0007 top1=1.000 | val loss=0.0075 | t=0.1s
[finetune_replay] ep  16/90 | train loss=0.0010 top1=1.000 | val loss=0.0113 | t=0.1s
[finetune_replay] ep  17/90 | train loss=0.0006 top1=1.000 | val loss=0.0159 | t=0.1s
[finetune_replay] ep  18/90 | train loss=0.0007 top1=1.000 | val loss=0.0180 | t=0.2s
[finetune_replay] ep  19/90 | train loss=0.0006 top1=1.000 | val loss=0.0161 | t=0.1s
[finetune_replay] ep  20/90 | train loss=0.0008 top1=1.000 | val loss=0.0110 | t=0.1s
[finetune_replay] ep  21/90 | train loss=0.0005 top1=1.000 | val loss=0.0077 | t=0.1s
[finetune_replay] ep  22/90 | train loss=0.0005 top1=1.000 | val loss=0.0070 | t=0.1s
[finetune_replay] ep  23/90 | train loss=0.0006 top1=1.000 | val loss=0.0078 | t=0.1s
[finetune_replay] ep  24/90 | train loss=0.0005 top1=1.000 | val loss=0.0084 | t=0.1s
[finetune_replay] ep  25/90 | train loss=0.0005 top1=1.000 | val loss=0.0095 | t=0.1s
[finetune_replay] ep  26/90 | train loss=0.0006 top1=1.000 | val loss=0.0111 | t=0.1s
[finetune_replay] ep  27/90 | train loss=0.0005 top1=1.000 | val loss=0.0115 | t=0.1s
[finetune_replay] ep  28/90 | train loss=0.0005 top1=1.000 | val loss=0.0113 | t=0.3s
[finetune_replay] ep  29/90 | train loss=0.0004 top1=1.000 | val loss=0.0101 | t=0.1s
[finetune_replay] ep  30/90 | train loss=0.0004 top1=1.000 | val loss=0.0090 | t=0.1s
[finetune_replay] ep  31/90 | train loss=0.0005 top1=1.000 | val loss=0.0088 | t=0.1s
[finetune_replay] ep  32/90 | train loss=0.0005 top1=1.000 | val loss=0.0102 | t=0.1s
[finetune_replay] ep  33/90 | train loss=0.0004 top1=1.000 | val loss=0.0122 | t=0.1s
[finetune_replay] ep  34/90 | train loss=0.0004 top1=1.000 | val loss=0.0126 | t=0.1s
[finetune_replay] ep  35/90 | train loss=0.0004 top1=1.000 | val loss=0.0122 | t=0.1s
[finetune_replay] ep  36/90 | train loss=0.0003 top1=1.000 | val loss=0.0110 | t=0.1s
[finetune_replay] ep  37/90 | train loss=0.0004 top1=1.000 | val loss=0.0106 | t=0.1s
[finetune_replay] ep  38/90 | train loss=0.0005 top1=1.000 | val loss=0.0105 | t=0.1s
[finetune_replay] ep  39/90 | train loss=0.0005 top1=1.000 | val loss=0.0104 | t=0.1s
[finetune_replay] ep  40/90 | train loss=0.0004 top1=1.000 | val loss=0.0101 | t=0.1s
[finetune_replay] ep  41/90 | train loss=0.0004 top1=1.000 | val loss=0.0103 | t=0.1s
[finetune_replay] ep  42/90 | train loss=0.0005 top1=1.000 | val loss=0.0108 | t=0.1s
[finetune_replay] ep  43/90 | train loss=0.0005 top1=1.000 | val loss=0.0113 | t=0.1s
[finetune_replay] ep  44/90 | train loss=0.0004 top1=1.000 | val loss=0.0119 | t=0.1s
[finetune_replay] ep  45/90 | train loss=0.0004 top1=1.000 | val loss=0.0116 | t=0.1s
[finetune_replay] ep  46/90 | train loss=0.0003 top1=1.000 | val loss=0.0110 | t=0.1s
[finetune_replay] ep  47/90 | train loss=0.0004 top1=1.000 | val loss=0.0105 | t=0.1s
[finetune_replay] ep  48/90 | train loss=0.0004 top1=1.000 | val loss=0.0105 | t=0.1s
[finetune_replay] ep  49/90 | train loss=0.0004 top1=1.000 | val loss=0.0107 | t=0.1s
[finetune_replay] ep  50/90 | train loss=0.0004 top1=1.000 | val loss=0.0113 | t=0.1s
[finetune_replay] ep  51/90 | train loss=0.0003 top1=1.000 | val loss=0.0118 | t=0.1s
[finetune_replay] ep  52/90 | train loss=0.0003 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  53/90 | train loss=0.0003 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  54/90 | train loss=0.0004 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  55/90 | train loss=0.0004 top1=1.000 | val loss=0.0118 | t=0.1s
[finetune_replay] ep  56/90 | train loss=0.0003 top1=1.000 | val loss=0.0115 | t=0.1s
[finetune_replay] ep  57/90 | train loss=0.0004 top1=1.000 | val loss=0.0115 | t=0.1s
[finetune_replay] ep  58/90 | train loss=0.0003 top1=1.000 | val loss=0.0117 | t=0.1s
[finetune_replay] ep  59/90 | train loss=0.0003 top1=1.000 | val loss=0.0118 | t=0.1s
[finetune_replay] ep  60/90 | train loss=0.0004 top1=1.000 | val loss=0.0118 | t=0.1s
[finetune_replay] ep  61/90 | train loss=0.0003 top1=1.000 | val loss=0.0117 | t=0.1s
[finetune_replay] ep  62/90 | train loss=0.0003 top1=1.000 | val loss=0.0118 | t=0.1s
[finetune_replay] ep  63/90 | train loss=0.0003 top1=1.000 | val loss=0.0123 | t=0.1s
[finetune_replay] ep  64/90 | train loss=0.0004 top1=1.000 | val loss=0.0126 | t=0.1s
[finetune_replay] ep  65/90 | train loss=0.0003 top1=1.000 | val loss=0.0126 | t=0.1s
[finetune_replay] ep  66/90 | train loss=0.0004 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  67/90 | train loss=0.0003 top1=1.000 | val loss=0.0120 | t=0.1s
[finetune_replay] ep  68/90 | train loss=0.0003 top1=1.000 | val loss=0.0119 | t=0.2s
[finetune_replay] ep  69/90 | train loss=0.0004 top1=1.000 | val loss=0.0115 | t=0.1s
[finetune_replay] ep  70/90 | train loss=0.0004 top1=1.000 | val loss=0.0115 | t=0.1s
[finetune_replay] ep  71/90 | train loss=0.0003 top1=1.000 | val loss=0.0115 | t=0.1s
[finetune_replay] ep  72/90 | train loss=0.0003 top1=1.000 | val loss=0.0116 | t=0.1s
[finetune_replay] ep  73/90 | train loss=0.0003 top1=1.000 | val loss=0.0117 | t=0.1s
[finetune_replay] ep  74/90 | train loss=0.0004 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  75/90 | train loss=0.0003 top1=1.000 | val loss=0.0127 | t=0.1s
[finetune_replay] ep  76/90 | train loss=0.0003 top1=1.000 | val loss=0.0128 | t=0.1s
[finetune_replay] ep  77/90 | train loss=0.0003 top1=1.000 | val loss=0.0128 | t=0.1s
[finetune_replay] ep  78/90 | train loss=0.0004 top1=1.000 | val loss=0.0125 | t=0.1s
[finetune_replay] ep  79/90 | train loss=0.0004 top1=1.000 | val loss=0.0125 | t=0.1s
[finetune_replay] ep  80/90 | train loss=0.0003 top1=1.000 | val loss=0.0125 | t=0.1s
[finetune_replay] ep  81/90 | train loss=0.0003 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  82/90 | train loss=0.0003 top1=1.000 | val loss=0.0120 | t=0.1s
[finetune_replay] ep  83/90 | train loss=0.0003 top1=1.000 | val loss=0.0120 | t=0.1s
[finetune_replay] ep  84/90 | train loss=0.0003 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  85/90 | train loss=0.0003 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  86/90 | train loss=0.0003 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  87/90 | train loss=0.0003 top1=1.000 | val loss=0.0118 | t=0.1s
[finetune_replay] ep  88/90 | train loss=0.0004 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  89/90 | train loss=0.0004 top1=1.000 | val loss=0.0121 | t=0.1s
[finetune_replay] ep  90/90 | train loss=0.0004 top1=1.000 | val loss=0.0123 | t=0.1s
[finetune_replay] DONE best_val_loss=0.0013 @ epoch 3
